#collected from http://www.nrc.gov/reading-rm/doc-collections/event-status/reactor-status/PowerReactorStatusForLast365Days.txt on 8/30/2014
ReportDt|Unit|Power
04/16/2014|Summer|0
04/16/2014|Surry 1|100
04/16/2014|Surry 2|98
04/16/2014|Susquehanna 1|0
04/16/2014|Susquehanna 2|100
04/16/2014|Three Mile Island 1|100
04/16/2014|Turkey Point 3|0
04/16/2014|Turkey Point 4|100
04/16/2014|Vermont Yankee|100
04/16/2014|Vogtle 1|25
04/16/2014|Vogtle 2|100
04/16/2014|Waterford 3|0
04/16/2014|Watts Bar 1|0
04/16/2014|Wolf Creek 1|0
04/15/2014|Arkansas Nuclear 1|100
04/15/2014|Arkansas Nuclear 2|100
04/15/2014|Beaver Valley 1|100
04/15/2014|Beaver Valley 2|82
04/15/2014|Braidwood 1|100
04/15/2014|Braidwood 2|100
04/15/2014|Browns Ferry 1|100
04/15/2014|Browns Ferry 2|100
04/15/2014|Browns Ferry 3|100
04/15/2014|Brunswick 1|78
04/15/2014|Brunswick 2|100
04/15/2014|Byron 1|100
04/15/2014|Byron 2|100
04/15/2014|Callaway|100
04/15/2014|Calvert Cliffs 1|100
04/15/2014|Calvert Cliffs 2|100
04/15/2014|Catawba 1|100
04/15/2014|Catawba 2|100
04/15/2014|Clinton|97
04/15/2014|Columbia Generating Station|100
04/15/2014|Comanche Peak 1|100
04/15/2014|Comanche Peak 2|0
04/15/2014|Cooper|100
04/15/2014|D.C. Cook 1|100
04/15/2014|D.C. Cook 2|100
04/15/2014|Davis-Besse|0
04/15/2014|Diablo Canyon 1|100
04/15/2014|Diablo Canyon 2|100
04/15/2014|Dresden 2|0
04/15/2014|Dresden 3|100
04/15/2014|Duane Arnold|100
04/15/2014|Farley 1|100
04/15/2014|Farley 2|100
04/15/2014|Fermi 2|83
04/15/2014|FitzPatrick|100
04/15/2014|Fort Calhoun|100
04/15/2014|Ginna|100
04/15/2014|Grand Gulf 1|87
04/15/2014|Harris 1|100
04/15/2014|Hatch 1|100
04/15/2014|Hatch 2|100
04/15/2014|Hope Creek 1|100
04/15/2014|Indian Point 2|100
04/15/2014|Indian Point 3|100
04/15/2014|La Salle 1|100
04/15/2014|La Salle 2|100
04/15/2014|Limerick 1|100
04/15/2014|Limerick 2|100
04/15/2014|McGuire 1|100
04/15/2014|McGuire 2|0
04/15/2014|Millstone 2|0
04/15/2014|Millstone 3|100
04/15/2014|Monticello|88
04/15/2014|Nine Mile Point 1|100
04/15/2014|Nine Mile Point 2|0
04/15/2014|North Anna 1|100
04/15/2014|North Anna 2|100
04/15/2014|Oconee 1|100
04/15/2014|Oconee 2|100
04/15/2014|Oconee 3|0
04/15/2014|Oyster Creek|100
04/15/2014|Palisades|100
04/15/2014|Palo Verde 1|100
04/15/2014|Palo Verde 2|0
04/15/2014|Palo Verde 3|100
04/15/2014|Peach Bottom 2|100
04/15/2014|Peach Bottom 3|100
04/15/2014|Perry 1|100
04/15/2014|Pilgrim 1|100
04/15/2014|Point Beach 1|100
04/15/2014|Point Beach 2|0
04/15/2014|Prairie Island 1|100
04/15/2014|Prairie Island 2|100
04/15/2014|Quad Cities 1|100
04/15/2014|Quad Cities 2|0
04/15/2014|River Bend 1|100
04/15/2014|Robinson 2|100
04/15/2014|Saint Lucie 1|100
04/15/2014|Saint Lucie 2|0
04/15/2014|Salem 1|0
04/15/2014|Salem 2|0
04/15/2014|Seabrook 1|0
04/15/2014|Sequoyah 1|100
04/15/2014|Sequoyah 2|98
04/15/2014|South Texas 1|0
04/15/2014|South Texas 2|100
04/15/2014|Summer|0
04/15/2014|Surry 1|100
04/15/2014|Surry 2|100
04/15/2014|Susquehanna 1|0
04/15/2014|Susquehanna 2|100
04/15/2014|Three Mile Island 1|100
04/15/2014|Turkey Point 3|0
04/15/2014|Turkey Point 4|100
04/15/2014|Vermont Yankee|100
04/15/2014|Vogtle 1|34
04/15/2014|Vogtle 2|100
04/15/2014|Waterford 3|0
04/15/2014|Watts Bar 1|0
04/15/2014|Wolf Creek 1|0
04/14/2014|Arkansas Nuclear 1|100
04/14/2014|Arkansas Nuclear 2|100
04/14/2014|Beaver Valley 1|100
04/14/2014|Beaver Valley 2|100
04/14/2014|Braidwood 1|100
04/14/2014|Braidwood 2|100
04/14/2014|Browns Ferry 1|100
04/14/2014|Browns Ferry 2|100
04/14/2014|Browns Ferry 3|100
04/14/2014|Brunswick 1|60
04/14/2014|Brunswick 2|100
04/14/2014|Byron 1|100
04/14/2014|Byron 2|100
04/14/2014|Callaway|100
04/14/2014|Calvert Cliffs 1|100
04/14/2014|Calvert Cliffs 2|100
04/14/2014|Catawba 1|100
04/14/2014|Catawba 2|100
04/14/2014|Clinton|98
04/14/2014|Columbia Generating Station|100
04/14/2014|Comanche Peak 1|100
04/14/2014|Comanche Peak 2|0
04/14/2014|Cooper|100
04/14/2014|D.C. Cook 1|100
04/14/2014|D.C. Cook 2|100
04/14/2014|Davis-Besse|0
04/14/2014|Diablo Canyon 1|100
04/14/2014|Diablo Canyon 2|100
04/14/2014|Dresden 2|0
04/14/2014|Dresden 3|100
04/14/2014|Duane Arnold|100
04/14/2014|Farley 1|100
04/14/2014|Farley 2|100
04/14/2014|Fermi 2|83
04/14/2014|FitzPatrick|100
04/14/2014|Fort Calhoun|100
04/14/2014|Ginna|100
04/14/2014|Grand Gulf 1|69
04/14/2014|Harris 1|100
04/14/2014|Hatch 1|100
04/14/2014|Hatch 2|100
04/14/2014|Hope Creek 1|100
04/14/2014|Indian Point 2|100
04/14/2014|Indian Point 3|100
04/14/2014|La Salle 1|100
04/14/2014|La Salle 2|100
04/14/2014|Limerick 1|100
04/14/2014|Limerick 2|100
04/14/2014|McGuire 1|100
04/14/2014|McGuire 2|0
04/14/2014|Millstone 2|0
04/14/2014|Millstone 3|100
04/14/2014|Monticello|88
04/14/2014|Nine Mile Point 1|100
04/14/2014|Nine Mile Point 2|0
04/14/2014|North Anna 1|100
04/14/2014|North Anna 2|100
04/14/2014|Oconee 1|100
04/14/2014|Oconee 2|100
04/14/2014|Oconee 3|92
04/14/2014|Oyster Creek|100
04/14/2014|Palisades|100
04/14/2014|Palo Verde 1|100
04/14/2014|Palo Verde 2|0
04/14/2014|Palo Verde 3|100
04/14/2014|Peach Bottom 2|100
04/14/2014|Peach Bottom 3|100
04/14/2014|Perry 1|100
04/14/2014|Pilgrim 1|100
04/14/2014|Point Beach 1|100
04/14/2014|Point Beach 2|0
04/14/2014|Prairie Island 1|100
04/14/2014|Prairie Island 2|100
04/14/2014|Quad Cities 1|100
04/14/2014|Quad Cities 2|0
04/14/2014|River Bend 1|100
04/14/2014|Robinson 2|100
04/14/2014|Saint Lucie 1|100
04/14/2014|Saint Lucie 2|0
04/14/2014|Salem 1|0
04/14/2014|Salem 2|0
04/14/2014|Seabrook 1|0
04/14/2014|Sequoyah 1|100
04/14/2014|Sequoyah 2|99
04/14/2014|South Texas 1|0
04/14/2014|South Texas 2|100
04/14/2014|Summer|0
04/14/2014|Surry 1|100
04/14/2014|Surry 2|100
04/14/2014|Susquehanna 1|0
04/14/2014|Susquehanna 2|100
04/14/2014|Three Mile Island 1|100
04/14/2014|Turkey Point 3|0
04/14/2014|Turkey Point 4|100
04/14/2014|Vermont Yankee|100
04/14/2014|Vogtle 1|22
04/14/2014|Vogtle 2|100
04/14/2014|Waterford 3|0
04/14/2014|Watts Bar 1|0
04/14/2014|Wolf Creek 1|0
04/13/2014|Arkansas Nuclear 1|100
04/13/2014|Arkansas Nuclear 2|100
04/13/2014|Beaver Valley 1|100
04/13/2014|Beaver Valley 2|99
04/13/2014|Braidwood 1|100
04/13/2014|Braidwood 2|100
04/13/2014|Browns Ferry 1|100
04/13/2014|Browns Ferry 2|100
04/13/2014|Browns Ferry 3|100
04/13/2014|Brunswick 1|35
04/13/2014|Brunswick 2|100
04/13/2014|Byron 1|100
04/13/2014|Byron 2|100
04/13/2014|Callaway|100
04/13/2014|Calvert Cliffs 1|100
04/13/2014|Calvert Cliffs 2|100
04/13/2014|Catawba 1|100
04/13/2014|Catawba 2|100
04/13/2014|Clinton|97
04/13/2014|Columbia Generating Station|100
04/13/2014|Comanche Peak 1|100
04/13/2014|Comanche Peak 2|0
04/13/2014|Cooper|100
04/13/2014|D.C. Cook 1|100
04/13/2014|D.C. Cook 2|100
04/13/2014|Davis-Besse|0
04/13/2014|Diablo Canyon 1|100
04/13/2014|Diablo Canyon 2|100
04/13/2014|Dresden 2|0
04/13/2014|Dresden 3|100
04/13/2014|Duane Arnold|100
04/13/2014|Farley 1|100
04/13/2014|Farley 2|100
04/13/2014|Fermi 2|83
04/13/2014|FitzPatrick|100
04/13/2014|Fort Calhoun|100
04/13/2014|Ginna|100
04/13/2014|Grand Gulf 1|94
04/13/2014|Harris 1|100
04/13/2014|Hatch 1|100
04/13/2014|Hatch 2|100
04/13/2014|Hope Creek 1|100
04/13/2014|Indian Point 2|100
04/13/2014|Indian Point 3|100
04/13/2014|La Salle 1|100
04/13/2014|La Salle 2|100
04/13/2014|Limerick 1|100
04/13/2014|Limerick 2|100
04/13/2014|McGuire 1|100
04/13/2014|McGuire 2|0
04/13/2014|Millstone 2|0
04/13/2014|Millstone 3|100
04/13/2014|Monticello|88
04/13/2014|Nine Mile Point 1|100
04/13/2014|Nine Mile Point 2|0
04/13/2014|North Anna 1|100
04/13/2014|North Anna 2|100
04/13/2014|Oconee 1|100
04/13/2014|Oconee 2|100
04/13/2014|Oconee 3|93
04/13/2014|Oyster Creek|100
04/13/2014|Palisades|100
04/13/2014|Palo Verde 1|100
04/13/2014|Palo Verde 2|0
04/13/2014|Palo Verde 3|100
04/13/2014|Peach Bottom 2|100
04/13/2014|Peach Bottom 3|100
04/13/2014|Perry 1|100
04/13/2014|Pilgrim 1|100
04/13/2014|Point Beach 1|100
04/13/2014|Point Beach 2|0
04/13/2014|Prairie Island 1|100
04/13/2014|Prairie Island 2|100
04/13/2014|Quad Cities 1|100
04/13/2014|Quad Cities 2|0
04/13/2014|River Bend 1|100
04/13/2014|Robinson 2|100
04/13/2014|Saint Lucie 1|100
04/13/2014|Saint Lucie 2|0
04/13/2014|Salem 1|100
04/13/2014|Salem 2|0
04/13/2014|Seabrook 1|0
04/13/2014|Sequoyah 1|100
04/13/2014|Sequoyah 2|99
04/13/2014|South Texas 1|0
04/13/2014|South Texas 2|100
04/13/2014|Summer|0
04/13/2014|Surry 1|100
04/13/2014|Surry 2|100
04/13/2014|Susquehanna 1|0
04/13/2014|Susquehanna 2|100
04/13/2014|Three Mile Island 1|100
04/13/2014|Turkey Point 3|0
04/13/2014|Turkey Point 4|100
04/13/2014|Vermont Yankee|100
04/13/2014|Vogtle 1|0
04/13/2014|Vogtle 2|100
04/13/2014|Waterford 3|0
04/13/2014|Watts Bar 1|0
04/13/2014|Wolf Creek 1|0
04/12/2014|Arkansas Nuclear 1|100
04/12/2014|Arkansas Nuclear 2|100
04/12/2014|Beaver Valley 1|100
04/12/2014|Beaver Valley 2|100
04/12/2014|Braidwood 1|100
04/12/2014|Braidwood 2|100
04/12/2014|Browns Ferry 1|100
04/12/2014|Browns Ferry 2|100
04/12/2014|Browns Ferry 3|100
04/12/2014|Brunswick 1|30
04/12/2014|Brunswick 2|100
04/12/2014|Byron 1|100
04/12/2014|Byron 2|100
04/12/2014|Callaway|100
04/12/2014|Calvert Cliffs 1|100
04/12/2014|Calvert Cliffs 2|100
04/12/2014|Catawba 1|100
04/12/2014|Catawba 2|100
04/12/2014|Clinton|97
04/12/2014|Columbia Generating Station|100
04/12/2014|Comanche Peak 1|100
04/12/2014|Comanche Peak 2|0
04/12/2014|Cooper|100
04/12/2014|D.C. Cook 1|100
04/12/2014|D.C. Cook 2|100
04/12/2014|Davis-Besse|0
04/12/2014|Diablo Canyon 1|100
04/12/2014|Diablo Canyon 2|100
04/12/2014|Dresden 2|100
04/12/2014|Dresden 3|100
04/12/2014|Duane Arnold|100
04/12/2014|Farley 1|100
04/12/2014|Farley 2|100
04/12/2014|Fermi 2|83
04/12/2014|FitzPatrick|100
04/12/2014|Fort Calhoun|100
04/12/2014|Ginna|100
04/12/2014|Grand Gulf 1|88
04/12/2014|Harris 1|100
04/12/2014|Hatch 1|100
04/12/2014|Hatch 2|100
04/12/2014|Hope Creek 1|100
04/12/2014|Indian Point 2|100
04/12/2014|Indian Point 3|100
04/12/2014|La Salle 1|100
04/12/2014|La Salle 2|100
04/12/2014|Limerick 1|70
04/12/2014|Limerick 2|100
04/12/2014|McGuire 1|100
04/12/2014|McGuire 2|0
04/12/2014|Millstone 2|0
04/12/2014|Millstone 3|100
04/12/2014|Monticello|88
04/12/2014|Nine Mile Point 1|100
04/12/2014|Nine Mile Point 2|0
04/12/2014|North Anna 1|100
04/12/2014|North Anna 2|100
04/12/2014|Oconee 1|100
04/12/2014|Oconee 2|100
04/12/2014|Oconee 3|95
04/12/2014|Oyster Creek|100
04/12/2014|Palisades|100
04/12/2014|Palo Verde 1|100
04/12/2014|Palo Verde 2|0
04/12/2014|Palo Verde 3|100
04/12/2014|Peach Bottom 2|100
04/12/2014|Peach Bottom 3|100
04/12/2014|Perry 1|100
04/12/2014|Pilgrim 1|100
04/12/2014|Point Beach 1|100
04/12/2014|Point Beach 2|0
04/12/2014|Prairie Island 1|100
04/12/2014|Prairie Island 2|100
04/12/2014|Quad Cities 1|100
04/12/2014|Quad Cities 2|0
04/12/2014|River Bend 1|100
04/12/2014|Robinson 2|100
04/12/2014|Saint Lucie 1|100
04/12/2014|Saint Lucie 2|0
04/12/2014|Salem 1|79
04/12/2014|Salem 2|100
04/12/2014|Seabrook 1|0
04/12/2014|Sequoyah 1|100
04/12/2014|Sequoyah 2|99
04/12/2014|South Texas 1|0
04/12/2014|South Texas 2|100
04/12/2014|Summer|0
04/12/2014|Surry 1|100
04/12/2014|Surry 2|100
04/12/2014|Susquehanna 1|16
04/12/2014|Susquehanna 2|100
04/12/2014|Three Mile Island 1|100
04/12/2014|Turkey Point 3|0
04/12/2014|Turkey Point 4|100
04/12/2014|Vermont Yankee|99
04/12/2014|Vogtle 1|28
04/12/2014|Vogtle 2|100
04/12/2014|Waterford 3|100
04/12/2014|Watts Bar 1|0
04/12/2014|Wolf Creek 1|0
04/11/2014|Arkansas Nuclear 1|100
04/11/2014|Arkansas Nuclear 2|100
04/11/2014|Beaver Valley 1|100
04/11/2014|Beaver Valley 2|100
04/11/2014|Braidwood 1|100
04/11/2014|Braidwood 2|100
04/11/2014|Browns Ferry 1|100
04/11/2014|Browns Ferry 2|100
04/11/2014|Browns Ferry 3|100
04/11/2014|Brunswick 1|5
04/11/2014|Brunswick 2|100
04/11/2014|Byron 1|100
04/11/2014|Byron 2|100
04/11/2014|Callaway|100
04/11/2014|Calvert Cliffs 1|100
04/11/2014|Calvert Cliffs 2|100
04/11/2014|Catawba 1|100
04/11/2014|Catawba 2|100
04/11/2014|Clinton|97
04/11/2014|Columbia Generating Station|100
04/11/2014|Comanche Peak 1|100
04/11/2014|Comanche Peak 2|0
04/11/2014|Cooper|100
04/11/2014|D.C. Cook 1|100
04/11/2014|D.C. Cook 2|100
04/11/2014|Davis-Besse|0
04/11/2014|Diablo Canyon 1|100
04/11/2014|Diablo Canyon 2|100
04/11/2014|Dresden 2|100
04/11/2014|Dresden 3|100
04/11/2014|Duane Arnold|100
04/11/2014|Farley 1|100
04/11/2014|Farley 2|100
04/11/2014|Fermi 2|83
04/11/2014|FitzPatrick|100
04/11/2014|Fort Calhoun|100
04/11/2014|Ginna|100
04/11/2014|Grand Gulf 1|77
04/11/2014|Harris 1|100
04/11/2014|Hatch 1|100
04/11/2014|Hatch 2|100
04/11/2014|Hope Creek 1|100
04/11/2014|Indian Point 2|100
04/11/2014|Indian Point 3|100
04/11/2014|La Salle 1|100
04/11/2014|La Salle 2|100
04/11/2014|Limerick 1|38
04/11/2014|Limerick 2|100
04/11/2014|McGuire 1|100
04/11/2014|McGuire 2|0
04/11/2014|Millstone 2|0
04/11/2014|Millstone 3|100
04/11/2014|Monticello|88
04/11/2014|Nine Mile Point 1|100
04/11/2014|Nine Mile Point 2|0
04/11/2014|North Anna 1|100
04/11/2014|North Anna 2|100
04/11/2014|Oconee 1|100
04/11/2014|Oconee 2|100
04/11/2014|Oconee 3|95
04/11/2014|Oyster Creek|100
04/11/2014|Palisades|100
04/11/2014|Palo Verde 1|100
04/11/2014|Palo Verde 2|0
04/11/2014|Palo Verde 3|100
04/11/2014|Peach Bottom 2|100
04/11/2014|Peach Bottom 3|100
04/11/2014|Perry 1|100
04/11/2014|Pilgrim 1|100
04/11/2014|Point Beach 1|100
04/11/2014|Point Beach 2|0
04/11/2014|Prairie Island 1|100
04/11/2014|Prairie Island 2|100
04/11/2014|Quad Cities 1|100
04/11/2014|Quad Cities 2|0
04/11/2014|River Bend 1|100
04/11/2014|Robinson 2|100
04/11/2014|Saint Lucie 1|100
04/11/2014|Saint Lucie 2|0
04/11/2014|Salem 1|18
04/11/2014|Salem 2|100
04/11/2014|Seabrook 1|0
04/11/2014|Sequoyah 1|100
04/11/2014|Sequoyah 2|99
04/11/2014|South Texas 1|0
04/11/2014|South Texas 2|100
04/11/2014|Summer|0
04/11/2014|Surry 1|100
04/11/2014|Surry 2|100
04/11/2014|Susquehanna 1|97
04/11/2014|Susquehanna 2|100
04/11/2014|Three Mile Island 1|100
04/11/2014|Turkey Point 3|0
04/11/2014|Turkey Point 4|100
04/11/2014|Vermont Yankee|100
04/11/2014|Vogtle 1|0
04/11/2014|Vogtle 2|87
04/11/2014|Waterford 3|100
04/11/2014|Watts Bar 1|0
04/11/2014|Wolf Creek 1|0
04/10/2014|Arkansas Nuclear 1|100
04/10/2014|Arkansas Nuclear 2|100
04/10/2014|Beaver Valley 1|100
04/10/2014|Beaver Valley 2|100
04/10/2014|Braidwood 1|100
04/10/2014|Braidwood 2|100
04/10/2014|Browns Ferry 1|100
04/10/2014|Browns Ferry 2|100
04/10/2014|Browns Ferry 3|83
04/10/2014|Brunswick 1|1
04/10/2014|Brunswick 2|100
04/10/2014|Byron 1|100
04/10/2014|Byron 2|100
04/10/2014|Callaway|100
04/10/2014|Calvert Cliffs 1|100
04/10/2014|Calvert Cliffs 2|100
04/10/2014|Catawba 1|100
04/10/2014|Catawba 2|100
04/10/2014|Clinton|97
04/10/2014|Columbia Generating Station|100
04/10/2014|Comanche Peak 1|100
04/10/2014|Comanche Peak 2|0
04/10/2014|Cooper|100
04/10/2014|D.C. Cook 1|100
04/10/2014|D.C. Cook 2|100
04/10/2014|Davis-Besse|0
04/10/2014|Diablo Canyon 1|100
04/10/2014|Diablo Canyon 2|100
04/10/2014|Dresden 2|100
04/10/2014|Dresden 3|100
04/10/2014|Duane Arnold|100
04/10/2014|Farley 1|100
04/10/2014|Farley 2|100
04/10/2014|Fermi 2|83
04/10/2014|FitzPatrick|100
04/10/2014|Fort Calhoun|100
04/10/2014|Ginna|100
04/10/2014|Grand Gulf 1|90
04/10/2014|Harris 1|100
04/10/2014|Hatch 1|100
04/10/2014|Hatch 2|100
04/10/2014|Hope Creek 1|100
04/10/2014|Indian Point 2|100
04/10/2014|Indian Point 3|100
04/10/2014|La Salle 1|100
04/10/2014|La Salle 2|100
04/10/2014|Limerick 1|20
04/10/2014|Limerick 2|100
04/10/2014|McGuire 1|100
04/10/2014|McGuire 2|0
04/10/2014|Millstone 2|0
04/10/2014|Millstone 3|100
04/10/2014|Monticello|88
04/10/2014|Nine Mile Point 1|100
04/10/2014|Nine Mile Point 2|0
04/10/2014|North Anna 1|100
04/10/2014|North Anna 2|100
04/10/2014|Oconee 1|100
04/10/2014|Oconee 2|100
04/10/2014|Oconee 3|98
04/10/2014|Oyster Creek|100
04/10/2014|Palisades|100
04/10/2014|Palo Verde 1|100
04/10/2014|Palo Verde 2|0
04/10/2014|Palo Verde 3|100
04/10/2014|Peach Bottom 2|100
04/10/2014|Peach Bottom 3|100
04/10/2014|Perry 1|100
04/10/2014|Pilgrim 1|100
04/10/2014|Point Beach 1|100
04/10/2014|Point Beach 2|0
04/10/2014|Prairie Island 1|100
04/10/2014|Prairie Island 2|100
04/10/2014|Quad Cities 1|100
04/10/2014|Quad Cities 2|0
04/10/2014|River Bend 1|100
04/10/2014|Robinson 2|100
04/10/2014|Saint Lucie 1|100
04/10/2014|Saint Lucie 2|0
04/10/2014|Salem 1|2
04/10/2014|Salem 2|100
04/10/2014|Seabrook 1|0
04/10/2014|Sequoyah 1|100
04/10/2014|Sequoyah 2|99
04/10/2014|South Texas 1|0
04/10/2014|South Texas 2|100
04/10/2014|Summer|0
04/10/2014|Surry 1|100
04/10/2014|Surry 2|100
04/10/2014|Susquehanna 1|98
04/10/2014|Susquehanna 2|100
04/10/2014|Three Mile Island 1|100
04/10/2014|Turkey Point 3|0
04/10/2014|Turkey Point 4|100
04/10/2014|Vermont Yankee|84
04/10/2014|Vogtle 1|0
04/10/2014|Vogtle 2|37
04/10/2014|Waterford 3|100
04/10/2014|Watts Bar 1|0
04/10/2014|Wolf Creek 1|0
04/09/2014|Arkansas Nuclear 1|100
04/09/2014|Arkansas Nuclear 2|100
04/09/2014|Beaver Valley 1|100
04/09/2014|Beaver Valley 2|100
04/09/2014|Braidwood 1|100
04/09/2014|Braidwood 2|100
04/09/2014|Browns Ferry 1|100
04/09/2014|Browns Ferry 2|100
04/09/2014|Browns Ferry 3|100
04/09/2014|Brunswick 1|0
04/09/2014|Brunswick 2|100
04/09/2014|Byron 1|100
04/09/2014|Byron 2|100
04/09/2014|Callaway|100
04/09/2014|Calvert Cliffs 1|100
04/09/2014|Calvert Cliffs 2|100
04/09/2014|Catawba 1|100
04/09/2014|Catawba 2|100
04/09/2014|Clinton|97
04/09/2014|Columbia Generating Station|100
04/09/2014|Comanche Peak 1|100
04/09/2014|Comanche Peak 2|0
04/09/2014|Cooper|100
04/09/2014|D.C. Cook 1|100
04/09/2014|D.C. Cook 2|100
04/09/2014|Davis-Besse|0
04/09/2014|Diablo Canyon 1|100
04/09/2014|Diablo Canyon 2|100
04/09/2014|Dresden 2|100
04/09/2014|Dresden 3|100
04/09/2014|Duane Arnold|100
04/09/2014|Farley 1|100
04/09/2014|Farley 2|100
04/09/2014|Fermi 2|83
04/09/2014|FitzPatrick|100
04/09/2014|Fort Calhoun|100
04/09/2014|Ginna|100
04/09/2014|Grand Gulf 1|80
04/09/2014|Harris 1|100
04/09/2014|Hatch 1|100
04/09/2014|Hatch 2|100
04/09/2014|Hope Creek 1|100
04/09/2014|Indian Point 2|100
04/09/2014|Indian Point 3|100
04/09/2014|La Salle 1|100
04/09/2014|La Salle 2|100
04/09/2014|Limerick 1|20
04/09/2014|Limerick 2|100
04/09/2014|McGuire 1|100
04/09/2014|McGuire 2|0
04/09/2014|Millstone 2|0
04/09/2014|Millstone 3|100
04/09/2014|Monticello|88
04/09/2014|Nine Mile Point 1|100
04/09/2014|Nine Mile Point 2|0
04/09/2014|North Anna 1|100
04/09/2014|North Anna 2|100
04/09/2014|Oconee 1|100
04/09/2014|Oconee 2|100
04/09/2014|Oconee 3|98
04/09/2014|Oyster Creek|100
04/09/2014|Palisades|100
04/09/2014|Palo Verde 1|100
04/09/2014|Palo Verde 2|0
04/09/2014|Palo Verde 3|100
04/09/2014|Peach Bottom 2|100
04/09/2014|Peach Bottom 3|100
04/09/2014|Perry 1|100
04/09/2014|Pilgrim 1|100
04/09/2014|Point Beach 1|100
04/09/2014|Point Beach 2|0
04/09/2014|Prairie Island 1|100
04/09/2014|Prairie Island 2|100
04/09/2014|Quad Cities 1|100
04/09/2014|Quad Cities 2|0
04/09/2014|River Bend 1|100
04/09/2014|Robinson 2|93
04/09/2014|Saint Lucie 1|100
04/09/2014|Saint Lucie 2|0
04/09/2014|Salem 1|0
04/09/2014|Salem 2|100
04/09/2014|Seabrook 1|0
04/09/2014|Sequoyah 1|100
04/09/2014|Sequoyah 2|100
04/09/2014|South Texas 1|0
04/09/2014|South Texas 2|100
04/09/2014|Summer|0
04/09/2014|Surry 1|100
04/09/2014|Surry 2|100
04/09/2014|Susquehanna 1|98
04/09/2014|Susquehanna 2|100
04/09/2014|Three Mile Island 1|100
04/09/2014|Turkey Point 3|0
04/09/2014|Turkey Point 4|100
04/09/2014|Vermont Yankee|72
04/09/2014|Vogtle 1|0
04/09/2014|Vogtle 2|0
04/09/2014|Waterford 3|100
04/09/2014|Watts Bar 1|0
04/09/2014|Wolf Creek 1|0
04/08/2014|Arkansas Nuclear 1|100
04/08/2014|Arkansas Nuclear 2|100
04/08/2014|Beaver Valley 1|100
04/08/2014|Beaver Valley 2|100
04/08/2014|Braidwood 1|100
04/08/2014|Braidwood 2|100
04/08/2014|Browns Ferry 1|100
04/08/2014|Browns Ferry 2|100
04/08/2014|Browns Ferry 3|100
04/08/2014|Brunswick 1|0
04/08/2014|Brunswick 2|100
04/08/2014|Byron 1|100
04/08/2014|Byron 2|100
04/08/2014|Callaway|100
04/08/2014|Calvert Cliffs 1|100
04/08/2014|Calvert Cliffs 2|100
04/08/2014|Catawba 1|100
04/08/2014|Catawba 2|100
04/08/2014|Clinton|97
04/08/2014|Columbia Generating Station|100
04/08/2014|Comanche Peak 1|100
04/08/2014|Comanche Peak 2|0
04/08/2014|Cooper|100
04/08/2014|D.C. Cook 1|100
04/08/2014|D.C. Cook 2|100
04/08/2014|Davis-Besse|0
04/08/2014|Diablo Canyon 1|100
04/08/2014|Diablo Canyon 2|100
04/08/2014|Dresden 2|100
04/08/2014|Dresden 3|100
04/08/2014|Duane Arnold|100
04/08/2014|Farley 1|100
04/08/2014|Farley 2|100
04/08/2014|Fermi 2|83
04/08/2014|FitzPatrick|100
04/08/2014|Fort Calhoun|100
04/08/2014|Ginna|100
04/08/2014|Grand Gulf 1|73
04/08/2014|Harris 1|100
04/08/2014|Hatch 1|100
04/08/2014|Hatch 2|100
04/08/2014|Hope Creek 1|100
04/08/2014|Indian Point 2|100
04/08/2014|Indian Point 3|100
04/08/2014|La Salle 1|100
04/08/2014|La Salle 2|100
04/08/2014|Limerick 1|18
04/08/2014|Limerick 2|100
04/08/2014|McGuire 1|100
04/08/2014|McGuire 2|0
04/08/2014|Millstone 2|0
04/08/2014|Millstone 3|100
04/08/2014|Monticello|88
04/08/2014|Nine Mile Point 1|100
04/08/2014|Nine Mile Point 2|0
04/08/2014|North Anna 1|100
04/08/2014|North Anna 2|100
04/08/2014|Oconee 1|100
04/08/2014|Oconee 2|100
04/08/2014|Oconee 3|98
04/08/2014|Oyster Creek|100
04/08/2014|Palisades|100
04/08/2014|Palo Verde 1|100
04/08/2014|Palo Verde 2|0
04/08/2014|Palo Verde 3|100
04/08/2014|Peach Bottom 2|100
04/08/2014|Peach Bottom 3|100
04/08/2014|Perry 1|100
04/08/2014|Pilgrim 1|100
04/08/2014|Point Beach 1|100
04/08/2014|Point Beach 2|0
04/08/2014|Prairie Island 1|100
04/08/2014|Prairie Island 2|100
04/08/2014|Quad Cities 1|100
04/08/2014|Quad Cities 2|0
04/08/2014|River Bend 1|100
04/08/2014|Robinson 2|50
04/08/2014|Saint Lucie 1|100
04/08/2014|Saint Lucie 2|0
04/08/2014|Salem 1|100
04/08/2014|Salem 2|100
04/08/2014|Seabrook 1|0
04/08/2014|Sequoyah 1|100
04/08/2014|Sequoyah 2|99
04/08/2014|South Texas 1|0
04/08/2014|South Texas 2|100
04/08/2014|Summer|0
04/08/2014|Surry 1|100
04/08/2014|Surry 2|100
04/08/2014|Susquehanna 1|99
04/08/2014|Susquehanna 2|100
04/08/2014|Three Mile Island 1|100
04/08/2014|Turkey Point 3|0
04/08/2014|Turkey Point 4|100
04/08/2014|Vermont Yankee|52
04/08/2014|Vogtle 1|0
04/08/2014|Vogtle 2|0
04/08/2014|Waterford 3|100
